municipio_distrito;fecha_informe;casos_confirmados_ultimos_14dias;tasa_incidencia_acumulada_ultimos_14dias;casos_confirmados_totales;tasa_incidencia_acumulada_total;codigo_geometria
Madrid-San Blas - Canillejas                ;2020/04/09 07:00:00;500;360,04;1004;722,95;079620
Madrid-Barajas                              ;2020/04/09 07:00:00;152;288,53;305;578,96;079621
Madrid-Moratalaz                            ;2020/04/09 07:00:00;506;519,64;958;983,82;079614
Madrid-Ciudad Lineal                        ;2020/04/09 07:00:00;776;293,21;1507;569,42;079615
Madrid-Hortaleza                            ;2020/04/09 07:00:00;638;301,98;1241;587,39;079616
Madrid-Villaverde                           ;2020/04/09 07:00:00;404;254,02;992;623,73;079617
Madrid-Villa de Vallecas                    ;2020/04/09 07:00:00;406;380,76;964;904,07;079618
Madrid-Vicálvaro                            ;2020/04/09 07:00:00;289;402,01;595;827,68;079619
Pozuelo de Alarcón                          ;2020/04/09 07:00:00;155;175,54;428;484,71;1150  
Alcorcón                                    ;2020/04/09 07:00:00;695;397,5;1146;655,45;0072  
Navalcarnero                                ;2020/04/09 07:00:00;57;201,92;109;386,13;0967  
San Agustín del Guadalix                    ;2020/04/09 07:00:00;20;137,33;32;219,73;1296  
Las Rozas de Madrid                         ;2020/04/09 07:00:00;259;270,22;464;484,1;1277  
Moraleja de Enmedio                         ;2020/04/09 07:00:00;;74,68;16;298,73;0894  
Valdaracete                                 ;2020/04/09 07:00:00;;658,98;;823,72;1551  
Pozuelo del Rey                             ;2020/04/09 07:00:00;;0;;202,02;1163  
Puebla de la Sierra                         ;2020/04/09 07:00:00;;0;;0;1185  
Perales de Tajuña                           ;2020/04/09 07:00:00;;107,44;6;161,16;1104  
Valdemorillo                                ;2020/04/09 07:00:00;15;123,75;24;198;1603  
Navalafuente                                ;2020/04/09 07:00:00;;251,89;;377,83;0941  
Velilla de San Antonio                      ;2020/04/09 07:00:00;27;216,12;50;400,22;1678  
Villanueva de la Cañada                     ;2020/04/09 07:00:00;27;110,73;65;266,57;1760  
Villanueva del Pardillo                     ;2020/04/09 07:00:00;14;82,89;58;343,42;1776  
Nuevo Baztán                                ;2020/04/09 07:00:00;6;90,27;22;330,98;1006  
Villamantilla                               ;2020/04/09 07:00:00;;118,48;7;829,38;1757  
Villamanta                                  ;2020/04/09 07:00:00;;234,63;6;281,56;1744  
Cabanillas de la Sierra                     ;2020/04/09 07:00:00;;518,13;8;1381,69;0297  
Cenicientos                                 ;2020/04/09 07:00:00;;101,99;14;713,92;0376  
Puentes Viejas                              ;2020/04/09 07:00:00;;0;;218,82;9020  
Aranjuez                                    ;2020/04/09 07:00:00;161;253,82;336;529,71;0133  
Cercedilla                                  ;2020/04/09 07:00:00;27;360,63;58;774,68;0382  
Santorcaz                                   ;2020/04/09 07:00:00;;176,68;7;1236,75;1369  
Coslada                                     ;2020/04/09 07:00:00;307;347,27;607;686,63;0493  
Morata de Tajuña                            ;2020/04/09 07:00:00;20;257,5;76;978,5;0915  
Robregordo                                  ;2020/04/09 07:00:00;;0;;0;1261  
Navarredonda y San Mamés                    ;2020/04/09 07:00:00;;0;;1204,82;0973  
Venturada                                   ;2020/04/09 07:00:00;;70,82;;70,82;1697  
Navacerrada                                 ;2020/04/09 07:00:00;;179,34;9;322,81;0936  
Montejo de la Sierra                        ;2020/04/09 07:00:00;;279,33;;279,33;0881  
Fresno de Torote                            ;2020/04/09 07:00:00;7;582,85;13;1082,43;0571  
Pinilla del Valle                           ;2020/04/09 07:00:00;;0;;0;1126  
Valdemaqueda                                ;2020/04/09 07:00:00;;233,92;;350,88;1599  
Navas del Rey                               ;2020/04/09 07:00:00;6;203,8;41;1392,66;0992  
Olmeda de las Fuentes                       ;2020/04/09 07:00:00;;0;;1244,81;1013  
Bustarviejo                                 ;2020/04/09 07:00:00;;168,82;;225,1;0284  
Becerril de la Sierra                       ;2020/04/09 07:00:00;11;190,58;19;329,18;0186  
Fuenlabrada                                 ;2020/04/09 07:00:00;450;220,57;1095;536,73;0587  
Garganta de los Montes                      ;2020/04/09 07:00:00;;0;;364,96;0626  
Pinto                                       ;2020/04/09 07:00:00;54;101,6;157;295,38;1132  
Alameda del Valle                           ;2020/04/09 07:00:00;;0;;0;0035  
Berzosa del Lozoya                          ;2020/04/09 07:00:00;;657,89;;657,89;0203  
Los Santos de la Humosa                     ;2020/04/09 07:00:00;;178,68;17;1012,51;1375  
El Álamo                                    ;2020/04/09 07:00:00;11;111,41;26;263,34;0040  
Pelayos de la Presa                         ;2020/04/09 07:00:00;;187,62;15;562,85;1090  
Galapagar                                   ;2020/04/09 07:00:00;58;174,86;122;367,8;0611  
Griñón                                      ;2020/04/09 07:00:00;32;277,15;56;485,02;0663  
Gargantilla del Lozoya y Pinilla de Buitrago;2020/04/09 07:00:00;;0;;1027,4;0632  
Aldea del Fresno                            ;2020/04/09 07:00:00;15;497,35;28;928,38;0088  
Carabaña                                    ;2020/04/09 07:00:00;;286,04;10;572,08;0357  
Talamanca de Jarama                         ;2020/04/09 07:00:00;13;415,07;18;574,71;1454  
Chapinería                                  ;2020/04/09 07:00:00;;131,12;6;262,24;0513  
Ciempozuelos                                ;2020/04/09 07:00:00;44;171,43;137;533,78;0409  
Ajalvir                                     ;2020/04/09 07:00:00;;84,28;7;147,49;0029  
San Lorenzo de El Escorial                  ;2020/04/09 07:00:00;27;152,41;59;333,05;1317  
Gascones                                    ;2020/04/09 07:00:00;;0;;0;0647  
San Martín de la Vega                       ;2020/04/09 07:00:00;18;88,39;56;274,98;1322  
Móstoles                                    ;2020/04/09 07:00:00;736;336,77;1313;600,79;0920  
Leganés                                     ;2020/04/09 07:00:00;1272;645,99;2236;1135,56;0745  
Braojos                                     ;2020/04/09 07:00:00;;621,12;;1242,24;0246  
Cubas de la Sagra                           ;2020/04/09 07:00:00;8;144,27;16;288,55;0506  
Algete                                      ;2020/04/09 07:00:00;56;252,2;73;328,75;0091  
Mejorada del Campo                          ;2020/04/09 07:00:00;73;297,89;140;571,29;0843  
Loeches                                     ;2020/04/09 07:00:00;29;418,41;45;649,26;0758  
Parla                                       ;2020/04/09 07:00:00;275;201,16;560;409,64;1065  
Fuentidueña de Tajo                         ;2020/04/09 07:00:00;;151,29;15;756,43;0604  
Ambite                                      ;2020/04/09 07:00:00;;601,2;;1002;0112  
Torremocha de Jarama                        ;2020/04/09 07:00:00;;498,13;8;996,26;1533  
Anchuelo                                    ;2020/04/09 07:00:00;;130,89;6;785,34;0127  
Los Molinos                                 ;2020/04/09 07:00:00;18;449,21;35;873,47;0875  
Soto del Real                               ;2020/04/09 07:00:00;30;306,25;49;500,2;1441  
Valverde de Alcalá                          ;2020/04/09 07:00:00;;1127,82;6;2255,64;1662  
Fuente el Saz de Jarama                     ;2020/04/09 07:00:00;12;140,52;17;199,06;0590  
Horcajo de la Sierra-Aoslos                 ;2020/04/09 07:00:00;;1470,59;;4411,76;0702  
Valdeolmos-Alalpardo                        ;2020/04/09 07:00:00;;110,7;8;295,2;1625  
Campo Real                                  ;2020/04/09 07:00:00;14;232,4;19;315,41;0339  
Valdeavero                                  ;2020/04/09 07:00:00;;189,93;7;664,77;1564  
Villamanrique de Tajo                       ;2020/04/09 07:00:00;;0;;293,69;1739  
Cobeña                                      ;2020/04/09 07:00:00;14;187,74;28;375,49;0416  
Fresnedillas de la Oliva                    ;2020/04/09 07:00:00;;73,53;;220,59;0565  
Valdilecha                                  ;2020/04/09 07:00:00;8;313,6;11;431,2;1659  
El Berrueco                                 ;2020/04/09 07:00:00;7;1090,34;7;1090,34;0210  
Pezuela de las Torres                       ;2020/04/09 07:00:00;;192,31;;384,62;1111  
Villar del Olmo                             ;2020/04/09 07:00:00;;199;;298,51;1795  
Guadarrama                                  ;2020/04/09 07:00:00;45;284,85;76;481,07;0685  
San Martín de Valdeiglesias                 ;2020/04/09 07:00:00;21;246,22;46;539,34;1338  
Torrelodones                                ;2020/04/09 07:00:00;59;227,5;100;385,59;1527  
Boadilla del Monte                          ;2020/04/09 07:00:00;78;147,62;185;350,13;0225  
Torrejón de Velasco                         ;2020/04/09 07:00:00;6;151,86;15;379,65;1505  
Villanueva de Perales                       ;2020/04/09 07:00:00;;414,94;;414,94;1782  
Tielmes                                     ;2020/04/09 07:00:00;24;1065,25;28;1242,79;1467  
San Sebastián de los Reyes                  ;2020/04/09 07:00:00;212;231,09;303;330,28;1343  
Guadalix de la Sierra                       ;2020/04/09 07:00:00;14;234,7;25;419,11;0679  
Humanes de Madrid                           ;2020/04/09 07:00:00;33;160,13;74;359,08;0730  
Chinchón                                    ;2020/04/09 07:00:00;10;193,76;19;368,15;0528  
Cadalso de los Vidrios                      ;2020/04/09 07:00:00;;65,72;;164,31;0318  
Hoyo de Manzanares                          ;2020/04/09 07:00:00;10;130,53;19;248,01;0724  
Torrejón de la Calzada                      ;2020/04/09 07:00:00;8;92,8;20;231,99;1492  
Estremera                                   ;2020/04/09 07:00:00;;164,74;;247,12;0552  
Corpa                                       ;2020/04/09 07:00:00;;479,62;6;1438,85;0480  
Meco                                        ;2020/04/09 07:00:00;35;250,32;111;793,88;0838  
Madarcos                                    ;2020/04/09 07:00:00;;0;;0;0783  
Zarzalejo                                   ;2020/04/09 07:00:00;;124,46;;186,68;1837  
Arganda del Rey                             ;2020/04/09 07:00:00;153;264,05;260;448,71;0148  
Collado Mediano                             ;2020/04/09 07:00:00;8;121,71;11;167,35;0468  
Daganzo de Arriba                           ;2020/04/09 07:00:00;16;147,68;35;323,06;0534  
Manzanares El Real                          ;2020/04/09 07:00:00;16;184,59;23;265,34;0822  
Buitrago del Lozoya                         ;2020/04/09 07:00:00;;176,6;11;485,65;0278  
Valdelaguna                                 ;2020/04/09 07:00:00;;121,36;;121,36;1570  
Valdepiélagos                               ;2020/04/09 07:00:00;;0;;0;1631  
Casarrubuelos                               ;2020/04/09 07:00:00;;146,71;9;264,08;0360  
Miraflores de la Sierra                     ;2020/04/09 07:00:00;11;199,35;25;453,06;0856  
Paracuellos de Jarama                       ;2020/04/09 07:00:00;38;165,15;59;256,42;1049  
El Vellón                                   ;2020/04/09 07:00:00;;352,11;11;774,65;1684  
Lozoya                                      ;2020/04/09 07:00:00;;0;;236,97;0761  
Collado Villalba                            ;2020/04/09 07:00:00;133;191,99;235;339,23;0474  
Colmenarejo                                 ;2020/04/09 07:00:00;7;86,54;19;234,89;0442  
Villavieja del Lozoya                       ;2020/04/09 07:00:00;;0;;0;1821  
Prádena del Rincón                          ;2020/04/09 07:00:00;;0;;0;1179  
La Cabrera                                  ;2020/04/09 07:00:00;6;197,95;8;263,94;0301  
Sevilla la Nueva                            ;2020/04/09 07:00:00;15;150,77;25;251,28;1415  
La Acebeda                                  ;2020/04/09 07:00:00;;0;;0;0014  
Redueña                                     ;2020/04/09 07:00:00;;0;;584,8;1219  
Robledillo de la Jara                       ;2020/04/09 07:00:00;;1851,85;;1851,85;1245  
La Serna del Monte                          ;2020/04/09 07:00:00;;0;;0;1381  
Colmenar de Oreja                           ;2020/04/09 07:00:00;9;125,05;18;250,1;0437  
Rozas de Puerto Real                        ;2020/04/09 07:00:00;;0;;0;1283  
Valdemanco                                  ;2020/04/09 07:00:00;;0;;0;1586  
Brunete                                     ;2020/04/09 07:00:00;8;70,85;46;407,37;0262  
Titulcia                                    ;2020/04/09 07:00:00;;301,81;;503,02;1473  
Villa del Prado                             ;2020/04/09 07:00:00;34;515,39;42;636,65;1718  
Lozoyuela-Navas-Sieteiglesias               ;2020/04/09 07:00:00;;261,55;;261,55;9015  
Quijorna                                    ;2020/04/09 07:00:00;6;305,65;12;611,31;1198  
Valdemoro                                   ;2020/04/09 07:00:00;82;107,33;528;691,12;1610  
Tres Cantos                                 ;2020/04/09 07:00:00;149;310,09;235;489,07;9036  
Torrelaguna                                 ;2020/04/09 07:00:00;9;177,87;12;237,15;1512  
Rivas-Vaciamadrid                           ;2020/04/09 07:00:00;241;279,81;427;495,76;1230  
El Atazar                                   ;2020/04/09 07:00:00;;0;;0;0164  
Pedrezuela                                  ;2020/04/09 07:00:00;9;162,63;14;252,98;1087  
Santa María de la Alameda                   ;2020/04/09 07:00:00;;0;;0;1356  
Horcajuelo de la Sierra                     ;2020/04/09 07:00:00;;0;;0;0719  
Arroyomolinos                               ;2020/04/09 07:00:00;65;249,15;110;421,63;0151  
Moralzarzal                                 ;2020/04/09 07:00:00;35;268,78;48;368,61;0908  
Canencia                                    ;2020/04/09 07:00:00;;271;;271;0344  
Villarejo de Salvanés                       ;2020/04/09 07:00:00;15;196,82;31;406,77;1809  
Serranillos del Valle                       ;2020/04/09 07:00:00;8;210,58;21;552,78;1408  
Villaviciosa de Odón                        ;2020/04/09 07:00:00;66;237,92;134;483,06;1816  
Camarma de Esteruelas                       ;2020/04/09 07:00:00;12;168,61;35;491,78;0323  
Robledo de Chavela                          ;2020/04/09 07:00:00;7;185,68;10;265,25;1258  
Patones                                     ;2020/04/09 07:00:00;;436,68;;655,02;1071  
Navalagamella                               ;2020/04/09 07:00:00;;44,44;;222,22;0954  
